client,bank,context,salt,coverage,observed_classes,weight_sum,clean_residual_L1,shift_residual_L1,paired_residual_L1_actual,paired_residual_L1_null_median,paired_residual_L1_null_p95,paired_residual_L1_percentile,paired_residual_L1_above_p95,paired_residual_L2_actual,paired_residual_L2_null_median,paired_residual_L2_null_p95,paired_residual_L2_percentile,paired_residual_L2_above_p95,delta_DU_actual,delta_DU_null_median,delta_DU_null_p95,delta_DU_percentile,delta_DU_above_p95,delta_regret_actual,delta_regret_null_median,delta_regret_null_p95,delta_regret_percentile,delta_regret_above_p95,context_excess
0,A,gaussian_noise,T013-S2,1.0,3,1.0,0.19379770806734103,0.20637971715712874,0.04350506498275887,0.0383807966068934,0.05862627599169642,0.6875,False,0.017644147997212783,0.015745610994612632,0.023848867908528058,0.6640625,False,0.04826386772810183,0.003928243856400265,0.040137347101078164,0.9765625,True,-0.027017791246436464,0.0,0.0,0.046875,False,True
0,A,gaussian_noise,T013-S3,1.0,3,1.0,0.19379770806734103,0.20637971715712874,0.04350506498275887,0.0383807966068934,0.05862627599169642,0.6875,False,0.017644147997212783,0.015745610994612632,0.023848867908528058,0.6640625,False,0.048296473977058066,0.003971681003464486,0.04012112566549835,0.9765625,True,-0.026814373791631308,0.0,0.0,0.0546875,False,True
0,A,gaussian_blur,T013-S0,1.0,3,1.0,0.19379770806734103,0.241452177037729,0.07840660967486446,0.04082551416991357,0.07632880787965578,0.953125,True,0.0342856458151002,0.017336733189833177,0.03256416390509744,0.9609375,True,0.017324592747588727,0.007105943916871953,0.046231851197704635,0.7421875,False,-0.0005055147860363318,0.012802478667397197,0.012802478667397197,0.09375,False,True
0,A,gaussian_blur,T013-S1,1.0,3,1.0,0.19379770806734103,0.241452177037729,0.07840660967486446,0.04082551416991357,0.07632880787965578,0.953125,True,0.0342856458151002,0.017336733189833177,0.03256416390509744,0.9609375,True,0.01732832648123918,0.007098476216279272,0.046197868034139576,0.734375,False,0.0013770771293464684,0.015740045833085504,0.015740045833085504,0.3125,False,True
0,A,gaussian_blur,T013-S2,1.0,3,1.0,0.19379770806734103,0.241452177037729,0.07840660967486446,0.04082551416991357,0.07632880787965578,0.953125,True,0.0342856458151002,0.017336733189833177,0.03256416390509744,0.9609375,True,0.017362902117444026,0.00712455259279153,0.046182046279266004,0.734375,False,-0.0024261033210020468,0.00789425422427613,0.00789425422427613,0.0703125,False,True
0,A,gaussian_blur,T013-S3,1.0,3,1.0,0.19379770806734103,0.241452177037729,0.07840660967486446,0.04082551416991357,0.07632880787965578,0.953125,True,0.0342856458151002,0.017336733189833177,0.03256416390509744,0.9609375,True,0.017311928939578072,0.007069192744615548,0.04625180136231089,0.734375,False,-0.001089981307539522,0.005550994252320506,0.005550994252320506,0.078125,False,True
0,B,brightness_dark,T013-S0,1.0,3,1.0,0.19379770806734103,0.13032745827868059,0.10687830107642088,0.07030768167873433,0.1286963442875731,0.8671875,False,0.04348807653041148,0.02945038315370243,0.05587740746703636,0.8359375,False,-0.06430395086648438,0.012380852994330588,0.07302245596334257,0.0,False,-0.02839020697414749,0.0,0.0,0.0546875,False,False
0,B,brightness_dark,T013-S1,1.0,3,1.0,0.19379770806734103,0.13032745827868059,0.10687830107642088,0.07030768167873433,0.1286963442875731,0.8671875,False,0.04348807653041148,0.02945038315370243,0.05587740746703636,0.8359375,False,-0.06610833232324143,0.012386424421241549,0.07415557199840725,0.0,False,-0.02386583559256189,0.0,0.0,0.0546875,False,False
0,B,brightness_dark,T013-S2,1.0,3,1.0,0.19379770806734103,0.13032745827868059,0.10687830107642088,0.07030768167873433,0.1286963442875731,0.8671875,False,0.04348807653041148,0.02945038315370243,0.05587740746703636,0.8359375,False,-0.0644280325871154,0.012397923596088656,0.07153671784828135,0.0,False,-0.026788979011354876,0.0,0.0,0.046875,False,False
0,B,brightness_dark,T013-S3,1.0,3,1.0,0.19379770806734103,0.13032745827868059,0.10687830107642088,0.07030768167873433,0.1286963442875731,0.8671875,False,0.04348807653041148,0.02945038315370243,0.05587740746703636,0.8359375,False,-0.06432668159073504,0.01242818539082233,0.07494415276257473,0.0,False,-0.023027297103414487,0.0,0.0,0.0625,False,False
