client,target,n_query,none,moment_correct,moment_wrong_clean,moment_wrong_alt,moment_noise_image,delta_wrong_clean,delta_wrong_alt
79,brightness_dark,18,72.22222089767456,33.33333432674408,77.77777910232544,83.33333134651184,27.77777910232544,-44.44444477558136,-49.99999701976776
80,brightness_dark,80,40.00000059604645,33.75000059604645,15.000000596046448,7.500000298023224,21.250000596046448,18.75,26.250000298023224
81,brightness_dark,17,0.0,17.64705926179886,0.0,0.0,0.0,17.64705926179886,17.64705926179886
82,brightness_dark,163,0.0,19.018404185771942,0.0,0.0,0.0,19.018404185771942,19.018404185771942
83,brightness_dark,509,9.233792126178741,36.14931404590607,0.0,0.0,1.375245675444603,36.14931404590607,36.14931404590607
84,brightness_dark,254,56.29920959472656,40.55117964744568,37.4015748500824,31.102362275123596,29.921260476112366,3.1496047973632812,9.448817372322083
85,brightness_dark,222,36.036038398742676,28.378379344940186,13.513514399528503,5.855856090784073,14.864864945411682,14.864864945411682,22.522523254156113
86,brightness_dark,40,10.000000149011612,12.5,10.000000149011612,10.000000149011612,25.0,2.499999850988388,2.499999850988388
87,brightness_dark,150,7.333333790302277,29.333335161209106,10.000000149011612,8.666666597127914,0.6666666828095913,19.333335012197495,20.666668564081192
88,brightness_dark,77,24.67532455921173,23.376622796058655,16.883116960525513,9.090909361839294,27.272728085517883,6.493505835533142,14.28571343421936
89,brightness_dark,155,2.5806451216340065,10.967741906642914,5.806451663374901,5.161290243268013,45.16128897666931,5.161290243268013,5.806451663374901
90,brightness_dark,155,16.774193942546844,14.838708937168121,17.419354617595673,18.70967745780945,12.25806400179863,-2.5806456804275513,-3.870968520641327
91,brightness_dark,183,0.5464480724185705,4.371584579348564,0.0,0.0,0.5464480724185705,4.371584579348564,4.371584579348564
92,brightness_dark,96,15.625,36.45833432674408,0.0,0.0,1.0416666977107525,36.45833432674408,36.45833432674408
93,brightness_dark,218,1.3761467300355434,5.504586920142174,2.293577790260315,0.4587155766785145,62.84403204917908,3.211009129881859,5.045871343463659
94,brightness_dark,293,4.095562919974327,14.675767719745636,8.5324227809906,3.7542659789323807,0.6825938355177641,6.143344938755035,10.921501740813255
95,brightness_dark,38,26.31579041481018,60.52631735801697,5.263157933950424,5.263157933950424,2.631578966975212,55.263159424066544,55.263159424066544
96,brightness_dark,215,0.9302325546741486,3.7209302186965942,0.9302325546741486,0.4651162773370743,3.7209302186965942,2.7906976640224457,3.25581394135952
97,brightness_dark,170,67.05882549285889,33.52941274642944,64.70588445663452,74.11764860153198,27.64706015586853,-31.176471710205078,-40.58823585510254
98,brightness_dark,66,4.545454680919647,10.606060922145844,3.030303120613098,1.515151560306549,6.060606241226196,7.575757801532745,9.090909361839294
