salt,bank,target,policy,macro_class,sample_weighted,macro_client,state_choice_frequency,oracle_hit_rate,regret_median,regret_p75,regret_p90,regret_gt2_fraction,regret_gt5_fraction
T013-S0,B,gaussian_blur,P11,32.58409793616873,32.65509674845402,32.42602675176076,"{""clean"": 12, ""brightness_dark"": 0, ""contrast_low"": 14, ""gaussian_noise"": 12, ""gaussian_blur"": 162}",0.295,4.540768992887331,11.5608228980322,22.22222222222222,0.66,0.48
T013-S0,B,gaussian_blur,zero_soft,33.218770231356075,33.30008644191768,33.33608655732331,"{""clean"": 27, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 81, ""gaussian_blur"": 92}",0.345,3.1748031496062996,10.526315789473685,22.604081632653052,0.58,0.415
T013-S0,B,gaussian_blur,zero_hard,33.89652150886489,33.97832302679699,33.50274390062332,"{""clean"": 42, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 89, ""gaussian_blur"": 69}",0.37,3.8314738696418087,11.291613316261202,20.498175471997456,0.57,0.435
T013-S0,B,gaussian_blur,uniform,31.71666431644708,31.790677571647052,31.268373900545146,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 4, ""gaussian_noise"": 2, ""gaussian_blur"": 194}",0.245,5.228981544771019,13.282312925170068,25.043859649122805,0.695,0.525
T013-S1,A,clean,P00,40.29737598363271,40.361726178602304,39.19707815945821,"{""clean"": 25, ""brightness_dark"": 77, ""contrast_low"": 11, ""gaussian_noise"": 71, ""gaussian_blur"": 16}",0.775,0.0,0.0,3.3917565485362093,0.14,0.075
T013-S1,A,clean,P01,36.32053687622877,36.39869672185651,35.16563475682113,"{""clean"": 93, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 83, ""gaussian_blur"": 24}",0.49,0.8831310301898537,6.25,16.277650648360012,0.42,0.29
T013-S1,A,clean,P10,40.167326837001234,40.228738612939694,39.12838388144949,"{""clean"": 23, ""brightness_dark"": 79, ""contrast_low"": 11, ""gaussian_noise"": 69, ""gaussian_blur"": 18}",0.765,0.0,0.0,3.5034482758620658,0.145,0.085
T013-S1,A,clean,P11,35.46339332775654,35.54092692333267,34.333029952258066,"{""clean"": 90, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 74, ""gaussian_blur"": 36}",0.45,1.1771222822323777,7.848011363636363,21.18505839710028,0.455,0.325
T013-S1,A,clean,zero_soft,35.63591452494994,35.71381075869406,34.76251819129176,"{""clean"": 96, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 78, ""gaussian_blur"": 26}",0.47,1.0710194730813287,7.342025123715265,20.0,0.44,0.31
T013-S1,A,clean,zero_hard,35.76646892347847,35.84679832435667,34.770338458447455,"{""clean"": 100, ""brightness_dark"": 0, ""contrast_low"": 2, ""gaussian_noise"": 70, ""gaussian_blur"": 28}",0.49,0.968013468013468,7.410881801125704,20.0,0.43,0.31
T013-S1,A,clean,uniform,34.32098622560271,34.403883236917345,33.15440209330923,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 186, ""gaussian_blur"": 14}",0.375,2.016210739614995,9.932432432432432,25.0,0.5,0.4
T013-S1,A,brightness_dark,P00,35.47076873669903,35.527628166766405,34.87395511517759,"{""clean"": 4, ""brightness_dark"": 132, ""contrast_low"": 33, ""gaussian_noise"": 25, ""gaussian_blur"": 6}",0.875,0.0,0.0,1.623486238532109,0.09,0.05
T013-S1,A,brightness_dark,P01,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.7,0.0,1.843436508616994,14.285714285714286,0.24,0.215
T013-S1,A,brightness_dark,P10,35.47076873669903,35.527628166766405,34.87395511517759,"{""clean"": 4, ""brightness_dark"": 132, ""contrast_low"": 33, ""gaussian_noise"": 25, ""gaussian_blur"": 6}",0.875,0.0,0.0,1.623486238532109,0.09,0.05
T013-S1,A,brightness_dark,P11,32.296535703287994,32.36252410399628,31.268558897347983,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.7,0.0,1.843436508616994,14.285714285714286,0.24,0.215
T013-S1,A,brightness_dark,zero_soft,30.447219549844295,30.52064631956912,29.82232204437318,"{""clean"": 3, ""brightness_dark"": 80, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 117}",0.44,2.484567901234568,9.87704918032787,15.233002291825818,0.505,0.435
T013-S1,A,brightness_dark,zero_hard,22.20053110446495,22.275417248487265,22.15870023182777,"{""clean"": 25, ""brightness_dark"": 4, ""contrast_low"": 0, ""gaussian_noise"": 119, ""gaussian_blur"": 52}",0.19,9.918032786885245,18.951380897583427,32.233050847457626,0.76,0.68
