salt,bank,target,policy,zero,accuracy,gain_pp,capture_vs_P00,capture_vs_T014_class_context
T013-S1,A,gaussian_blur,uniform,30.901579176174376,31.263384887993965,0.3618057118195894,0.03951594395553979,0.04031117105884055
T013-S1,B,clean,P00,34.13868991976854,40.19354567285052,6.054855753081976,1.0,0.9935118304046083
T013-S1,B,clean,P01,34.13868991976854,36.048744951015905,1.9100550312473639,0.3154583873075967,0.3134116397904562
T013-S1,B,clean,P10,34.13868991976854,40.017302532653154,5.8786126128846155,0.9708922644263405,0.9645929507558886
T013-S1,B,clean,P11,34.13868991976854,35.16559561924361,1.0269056994750725,0.16960035735820267,0.16849996147622365
T013-S1,B,clean,zero_soft,34.13868991976854,35.43635125267674,1.2976613329081954,0.2143174644990798,0.21292693644215543
T013-S1,B,clean,zero_hard,34.13868991976854,35.51422090810797,1.375530988339433,0.2271781598825497,0.22570418945286272
T013-S1,B,clean,uniform,34.13868991976854,34.20201827447402,0.063328354705481,0.010459102130260708,0.010391241701824054
T013-S1,B,brightness_dark,P00,17.54602645421106,35.29554997487634,17.749523520665278,1.0,0.9901167738814344
T013-S1,B,brightness_dark,P01,17.54602645421106,32.424807666744606,14.878781212533545,0.8382636973443593,0.8299789476765201
T013-S1,B,brightness_dark,P10,17.54602645421106,35.29554997487634,17.749523520665278,1.0,0.9901167738814344
T013-S1,B,brightness_dark,P11,17.54602645421106,32.424807666744606,14.878781212533545,0.8382636973443593,0.8299789476765201
T013-S1,B,brightness_dark,zero_soft,17.54602645421106,30.493573699816864,12.947547245605804,0.7294588629678613,0.7222494560809581
T013-S1,B,brightness_dark,zero_hard,17.54602645421106,22.2534034494681,4.707376995257037,0.26521145707243177,0.26259031227295065
T013-S1,B,brightness_dark,uniform,17.54602645421106,32.424807666744606,14.878781212533545,0.8382636973443593,0.8299789476765201
T013-S1,B,contrast_low,P00,19.95526398771052,33.17112669439153,13.215862706681015,1.0,0.9744978099644495
T013-S1,B,contrast_low,P01,19.95526398771052,28.189530988273273,8.234267000562753,0.6230593630788919,0.6071699847982248
T013-S1,B,contrast_low,P10,19.95526398771052,33.17112669439153,13.215862706681015,1.0,0.9744978099644495
T013-S1,B,contrast_low,P11,19.95526398771052,28.189530988273273,8.234267000562753,0.6230593630788919,0.6071699847982248
T013-S1,B,contrast_low,zero_soft,19.95526398771052,26.881390999155656,6.926127011445137,0.5240767980998904,0.5107116920015241
T013-S1,B,contrast_low,zero_hard,19.95526398771052,23.02577831648992,3.070514328779399,0.23233551958943716,0.22641045501685894
T013-S1,B,contrast_low,uniform,19.95526398771052,28.1116255098242,8.15636152211368,0.6171645168491645,0.6014254700572784
T013-S1,B,gaussian_noise,P00,30.67664385146025,37.57426480984132,6.897620958381068,1.0,0.9838731804678255
T013-S1,B,gaussian_noise,P01,30.67664385146025,32.9088422489455,2.23219839748525,0.323618594143388,0.31839965547838156
T013-S1,B,gaussian_noise,P10,30.67664385146025,37.57426480984132,6.897620958381068,1.0,0.9838731804678255
T013-S1,B,gaussian_noise,P11,30.67664385146025,32.9088422489455,2.23219839748525,0.323618594143388,0.31839965547838156
T013-S1,B,gaussian_noise,zero_soft,30.67664385146025,32.78366339718412,2.1070195457238747,0.30547047430370994,0.30054420709220625
