client,target,context,centered_acc,centered_same_label
53,brightness_dark,random_derangement_2,7.231404352933168,0.00390625
53,brightness_dark,random_derangement_3,-2.685950230807066,-0.04296875
53,brightness_dark,random_derangement_4,6.404958385974169,0.00390625
53,brightness_dark,random_derangement_5,-2.685950230807066,0.00390625
53,brightness_dark,random_derangement_6,-2.685950230807066,0.01953125
53,brightness_dark,random_derangement_7,-2.685950230807066,-0.02734375
54,brightness_dark,random_derangement_0,-0.10548513382673264,-0.037109375
54,brightness_dark,random_derangement_1,-0.10548513382673264,-0.037109375
54,brightness_dark,random_derangement_2,-0.10548513382673264,0.009765625
54,brightness_dark,random_derangement_3,-0.10548513382673264,-0.005859375
54,brightness_dark,random_derangement_4,-0.10548513382673264,-0.052734375
54,brightness_dark,random_derangement_5,-0.10548513382673264,0.087890625
54,brightness_dark,random_derangement_6,-0.10548513382673264,0.025390625
54,brightness_dark,random_derangement_7,0.7383959367871284,0.009765625
55,brightness_dark,random_derangement_0,0.8928589522838593,0.015625
55,brightness_dark,random_derangement_1,-0.05952194333076477,0.015625
55,brightness_dark,random_derangement_2,-0.05952194333076477,0.015625
55,brightness_dark,random_derangement_3,2.3214273154735565,-0.015625
55,brightness_dark,random_derangement_4,-3.3928580582141876,-0.015625
55,brightness_dark,random_derangement_5,-0.5357153713703156,0.015625
55,brightness_dark,random_derangement_6,0.41666552424430847,-0.015625
55,brightness_dark,random_derangement_7,0.41666552424430847,-0.015625
56,brightness_dark,random_derangement_0,-4.343220312148333,-0.017578125
56,brightness_dark,random_derangement_1,2.4364407174289227,0.060546875
56,brightness_dark,random_derangement_2,2.4364407174289227,0.013671875
56,brightness_dark,random_derangement_3,-0.953389797359705,-0.017578125
56,brightness_dark,random_derangement_4,1.5889829955995083,-0.017578125
56,brightness_dark,random_derangement_5,-0.953389797359705,-0.033203125
56,brightness_dark,random_derangement_6,-0.953389797359705,0.044921875
56,brightness_dark,random_derangement_7,0.7415252737700939,-0.033203125
57,brightness_dark,random_derangement_0,-0.6410256028175354,-0.03515625
