client,target,n_query,correct,low,high,random_mean,same_label_low,same_label_high,same_label_random_mean,correct_low,correct_high,high_low,correct_random_mean
19,brightness_dark,91,47.25274741649628,65.93406796455383,65.93406796455383,64.83516693115234,0.25,0.484375,0.375,-18.681320548057556,-18.681320548057556,0.0,-17.582419514656067
20,brightness_dark,152,71.71052694320679,100.0,100.0,99.9177634716034,1.0,1.0,1.0,-28.289473056793213,-28.289473056793213,0.0,-28.207236528396606
21,brightness_dark,242,0.826446246355772,0.0,0.0,0.0,1.0,1.0,1.0,0.826446246355772,0.826446246355772,0.0,0.826446246355772
22,brightness_dark,175,69.1428542137146,52.57142782211304,52.57142782211304,52.49999910593033,0.40625,0.625,0.50390625,16.571426391601562,16.571426391601562,0.0,16.64285510778427
23,brightness_dark,140,37.142857909202576,27.142858505249023,26.428571343421936,26.875001192092896,0.390625,0.59375,0.50390625,9.999999403953552,10.71428656578064,-0.7142871618270874,10.26785671710968
24,brightness_dark,179,1.6759775578975677,0.5586592014878988,0.5586592014878988,0.5586592014878988,0.515625,0.65625,0.587890625,1.117318356409669,1.117318356409669,0.0,1.117318356409669
25,brightness_dark,36,38.88888955116272,11.11111119389534,30.55555522441864,25.347222620621324,0.1875,0.359375,0.279296875,27.77777835726738,8.33333432674408,19.4444440305233,13.541666930541396
26,brightness_dark,284,72.88732528686523,94.71830725669861,94.71830725669861,94.71830725669861,0.84375,0.875,0.853515625,-21.830981969833374,-21.830981969833374,0.0,-21.830981969833374
27,brightness_dark,195,82.05128312110901,98.46154451370239,98.46154451370239,98.46154451370239,1.0,1.0,1.0,-16.410261392593384,-16.410261392593384,0.0,-16.410261392593384
28,brightness_dark,26,11.538462340831757,0.0,0.0,0.0,0.265625,0.421875,0.341796875,11.538462340831757,11.538462340831757,0.0,11.538462340831757
29,brightness_dark,382,77.74869203567505,100.0,100.0,100.0,1.0,1.0,1.0,-22.25130796432495,-22.25130796432495,0.0,-22.25130796432495
30,brightness_dark,275,25.45454502105713,27.272728085517883,29.454544186592102,33.18181857466698,0.375,0.625,0.48828125,-1.8181830644607544,-3.999999165534973,2.1818161010742188,-7.727273553609848
31,brightness_dark,202,64.85148668289185,93.56435537338257,93.56435537338257,95.0495034456253,0.9375,0.953125,0.939453125,-28.712868690490723,-28.712868690490723,0.0,-30.19801676273346
32,brightness_dark,198,27.272728085517883,23.232322931289673,24.747474491596222,23.106060549616814,0.140625,0.359375,0.234375,4.0404051542282104,2.5252535939216614,1.515151560306549,4.16666753590107
33,brightness_dark,264,23.48484992980957,0.0,1.515151560306549,0.6628788076341152,0.34375,0.59375,0.5,23.48484992980957,21.96969836950302,1.515151560306549,22.821971122175455
34,brightness_dark,102,29.411765933036804,4.901960864663124,5.882353335618973,5.637255124747753,0.390625,0.53125,0.470703125,24.50980506837368,23.52941259741783,0.9803924709558487,23.77451080828905
35,brightness_dark,175,71.42857313156128,72.57142663002014,77.14285850524902,74.7142843902111,0.5,0.671875,0.58203125,-1.1428534984588623,-5.714285373687744,4.571431875228882,-3.285711258649826
