client,bank,true_context,selected,zero_consistency,selected_consistency,consistency_improvement,selected_agreement,zero_agreement,true_state_rank_by_consistency
20,A,gaussian_blur,gaussian_noise,0.002237490813410186,0.0021171622841497473,0.0001203285292604387,1.0,1.0,3
20,B,gaussian_blur,gaussian_noise,0.002237490813410186,0.0021145676073676344,0.00012292320604255155,1.0,1.0,3
21,A,clean,gaussian_noise,0.002059767145645181,0.0017928206897235414,0.00026694645592163953,0.9500000000000001,0.9500000000000001,2
21,B,clean,clean,0.002059767145645181,0.002059767145645181,0.0,0.9500000000000001,0.9500000000000001,2
21,A,brightness_dark,gaussian_noise,0.0004313862333053314,0.0003746477762791086,5.673845702622283e-05,1.0,1.0,5
21,B,brightness_dark,gaussian_noise,0.0004313862333053314,0.0003735568840217821,5.782934928354931e-05,1.0,1.0,5
21,A,contrast_low,gaussian_noise,0.00024067504376467367,0.00019143346243764,4.924158132703368e-05,1.0,1.0,4
21,B,contrast_low,gaussian_noise,0.00024067504376467367,0.00019198670567831567,4.8688338086358e-05,1.0,1.0,4
21,A,gaussian_noise,gaussian_noise,0.002786914377379807,0.002567327691512847,0.00021958668586695993,0.9,0.8500000000000001,1
21,B,gaussian_noise,gaussian_noise,0.002786914377379807,0.002547409381090734,0.0002395049962890727,0.9,0.8500000000000001,1
21,A,gaussian_blur,gaussian_noise,0.0015063300203139766,0.0012860976238400475,0.0002202323964739291,0.9,0.9,3
21,B,gaussian_blur,gaussian_noise,0.0015063300203139766,0.0012927443478368541,0.00021358567247712246,0.9500000000000001,0.9,3
22,A,clean,gaussian_noise,0.0027000034592860197,0.002524561250301402,0.00017544220898461785,0.9,0.8,2
22,B,clean,gaussian_noise,0.0027000034592860197,0.0024961680829642917,0.000203835376321728,0.8,0.8,2
22,A,brightness_dark,gaussian_noise,0.0006687064367380016,0.0005498750560371219,0.00011883138070087969,1.0,0.9500000000000001,5
22,B,brightness_dark,gaussian_noise,0.0006687064367380016,0.0005517305578075827,0.00011697587893041885,1.0,0.9500000000000001,5
22,A,contrast_low,gaussian_noise,0.00035220063549083156,0.000320149011194701,3.2051624296130534e-05,1.0,0.9500000000000001,4
22,B,contrast_low,gaussian_noise,0.00035220063549083156,0.0003193853446652251,3.281529082560644e-05,1.0,0.9500000000000001,4
22,A,gaussian_noise,clean,0.002713574727707307,0.002713574727707307,0.0,1.0,1.0,1
22,B,gaussian_noise,clean,0.002713574727707307,0.002713574727707307,0.0,1.0,1.0,1
22,A,gaussian_blur,gaussian_noise,0.001850514472202764,0.0017379602021703377,0.00011255427003242628,1.0,0.9500000000000001,3
22,B,gaussian_blur,gaussian_noise,0.001850514472202764,0.0017546960763495261,9.58183958532379e-05,1.0,0.9500000000000001,3
23,A,clean,clean,0.003017104297704106,0.003017104297704106,0.0,0.9500000000000001,0.9500000000000001,1
23,B,clean,clean,0.003017104297704106,0.003017104297704106,0.0,0.9500000000000001,0.9500000000000001,1
23,A,brightness_dark,gaussian_noise,0.0008173916089862445,0.0007268258983201775,9.056571066606693e-05,1.0,0.9,5
23,B,brightness_dark,gaussian_noise,0.0008173916089862445,0.0007304690155628568,8.69225934233877e-05,1.0,0.9,5
23,A,contrast_low,gaussian_noise,0.0004584242395894972,0.00040443772487801666,5.398651471148053e-05,1.0,1.0,4
23,B,contrast_low,clean,0.0004584242395894972,0.0004584242395894972,0.0,1.0,1.0,4
23,A,gaussian_noise,gaussian_blur,0.0030304728192912683,0.003006699870912798,2.3772948378470403e-05,0.9500000000000001,0.9500000000000001,3
