K,bank,context,salt,macroclass_p05,macroclass_median,macroclass_p95,capture_p05,capture_median,capture_p95,actual_capture,explained,median80,capture_p05_exact,capture_median_exact,capture_p95_exact
160,B,brightness_dark,T013-S3,34.355723409243176,34.84488800818644,35.20257788708583,0.9481256636413182,0.9757162568116536,0.9958912162244556,0.8807171150984363,False,True,225827939588000859355429/238183553349562078507680,3873326085138892047109/3969725889159367975128,237204908629957891208173/238183553349562078507680
160,B,contrast_low,T013-S0,32.21805418745544,32.676158638098066,33.022534034711214,0.9144952038445221,0.9486582545164016,0.9744891326259417,0.7119183148827519,False,True,54914347986491956667203/60048809174321509050640,17089739549130098669321/18014642752296452715192,87775367951257886035939/90073213761482263575960
160,B,contrast_low,T013-S1,32.223697438716854,32.66121342403969,33.039305908875846,0.9283112062600556,0.9614165732749275,0.9900255633369249,0.7244262063851404,False,True,41204714392306167917889/44386746722912172574585,8534830786632867718140/8877349344582434514917,35155211143235624461547/35509397378329738059668
160,B,contrast_low,T013-S2,32.20444558434767,32.62729688766792,33.0183131214804,0.9189420024360109,0.9506645971530708,0.97999890312689,0.7296730609768155,False,True,82280110373427640604103/89537870894259280256840,2128012099090866553684/2238446772356482006421,175494030529382357342873/179075741788518560513680
160,B,contrast_low,T013-S3,32.25148837091484,32.691793268241035,33.07106046952894,0.9128904754224785,0.9455793833770199,0.9737367595687543,0.7216144784506094,False,True,1376601763751360203886/1507959389229337530501,17110743713100772622533/18095512670752050366012,7341777446147265146366/7539796946146687652505
160,B,gaussian_noise,T013-S0,36.9149381738138,37.321325883133305,37.524278511217545,0.9044271593043849,0.9633452004424933,0.9927692480116914,0.6911112257985675,False,True,83807647284140818984329/92663788810366052475740,8926721620528294978555/9266378881036605247574,9199375993518129590065/9266378881036605247574
160,B,gaussian_noise,T013-S1,36.93485267315376,37.3290733339123,37.522525225707035,0.9072996123524849,0.9644527471995847,0.9924989232597052,0.6930330252161321,False,True,84075186334124943380411/92665295112527646074380,4468564922066877212097/4633264755626382303719,22992551405681627538058/23166323778131911518595
160,B,gaussian_noise,T013-S2,36.94449788427462,37.315122120954854,37.49809524521201,0.907010348880499,0.960642743070759,0.9871204683654755,0.6898152200839905,False,True,12029251973304635526639/13262530012090877310760,4459193623805636622743/4641885504231807058766,13091714837246323130377/13262530012090877310760
160,B,gaussian_noise,T013-S3,36.94328701744588,37.32201482358471,37.51370041044031,0.9067082525345141,0.9615056325982563,0.9892402424827422,0.6790991680965003,False,True,84188496562046388705967/92850700682071629604560,8927647169650662851443/9285070068207162960456,91851649657425062505497/92850700682071629604560
160,B,gaussian_blur,T013-S0,39.1995812895439,39.50733993443861,39.76276567829465,0.9263192105028919,0.9606747988806034,0.9891883820489696,0.6736879049950898,False,True,55739277304405657313987/60172861225824319264810,1651615753033978101963/1719224606452123407566,119044590478460679387563/120345722451648638529620
160,B,gaussian_blur,T013-S1,39.13626008761543,39.4441216266111,39.68729578084124,0.9199230055941342,0.9543152200958828,0.9814809963108904,0.6830888405082297,False,True,27656968301839044191599/30064438147165080054565,11476380362988358439573/12025775258866032021826,118030698824826879885647/120257752588660320218260
160,B,gaussian_blur,T013-S2,39.196814436379356,39.52506588769169,39.79447291306528,0.9225431073814532,0.9590491381807129,0.9890108676003557,0.6814149671445016,False,True,6965086477395713498267/7549876446603582724070,11585123999177646161853/12079802314565732358512,119470557675694399616963/120798023145657323585120
160,B,gaussian_blur,T013-S3,39.12989547664541,39.48814836466824,39.761619405211945,0.9130544829215649,0.9528079869780529,0.9831536798755616,0.6793900620838814,False,True,5527118428680159053159/6053437699571495470644,961293964804295349175/1008906283261915911774,59514595502311699058213/60534376995714954706440
